Year,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2020,TM_TAX_WMFN,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",14.5891
2021,TM_TAX_WMFN,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.98237
2022,TM_TAX_WMFN,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.2903
2023,TM_TAX_WMFN,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",12.46547
2005,TM_TAX_WMFN,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",4.10546
2020,TM_TAX_WMFN,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.745
2021,TM_TAX_WMFN,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",29.97684
2022,TM_TAX_WMFN,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",30.0
2023,TM_TAX_WMFN,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",30.0
2005,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2010,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2015,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2016,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2017,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2018,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2019,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2020,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2021,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2022,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2023,TM_TAX_WMFN,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2005,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.16853
2010,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",8.80329
2015,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.55383
2016,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.55384
2017,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.24372
2018,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.24107
2019,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.60976
2020,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.75931
2021,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.79538
2022,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.01927
2023,TM_TAX_WMFN,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",8.71292
2005,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2010,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2015,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2016,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2017,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2018,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2019,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2020,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2021,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.0
2022,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.0
2023,TM_TAX_WMFN,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.0
2005,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",27.42284
2010,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",20.57593
2015,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",22.67969
2016,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",22.67969
2017,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",26.57079
2018,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",26.55957
2019,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",28.7106
2020,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",28.28556
2021,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",20.27944
2022,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",18.06646
2023,TM_TAX_WMFN,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",18.86324
2005,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.67486
2010,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.47904
2015,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.54935
2016,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.54936
2017,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.43718
2018,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.4343
2019,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.09648
2020,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.54954
2021,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.91266
2022,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.51646
2023,TM_TAX_WMPS,231,None,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.76249
2005,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",13.65325
2010,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",8.77253
2015,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.98025
2016,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.98025
2017,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",12.9133
2018,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",12.90369
2019,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",12.97634
2020,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",14.53674
2021,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",11.85349
2022,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.14744
2023,TM_TAX_WMPS,231,AGG_AGR,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",12.31885
2005,TM_TAX_WMPS,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",4.10546
2020,TM_TAX_WMPS,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.745
2021,TM_TAX_WMPS,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",29.97684
2022,TM_TAX_WMPS,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",30.0
2023,TM_TAX_WMPS,231,AGG_ARMS,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",30.0
2005,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",35.0
2010,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.99648
2015,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.9985
2016,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.9985
2017,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.99838
2018,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.99838
2019,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.99863
2020,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.98847
2021,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.99613
2022,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.99262
2023,TM_TAX_WMPS,231,AGG_CLTH,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",34.98719
2005,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.16853
2010,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",8.77987
2015,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.53814
2016,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.53815
2017,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.22542
2018,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.22275
2019,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.5817
2020,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.74484
2021,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",9.77898
2022,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",10.00328
2023,TM_TAX_WMPS,231,AGG_IND,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",8.70064
2005,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2010,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2015,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2016,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2017,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2018,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2019,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",5.0
2020,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",4.97959
2021,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.0
2022,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.0
2023,TM_TAX_WMPS,231,AGG_OIL,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",0.0
2005,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",27.42284
2010,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",20.56665
2015,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",22.66826
2016,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",22.66826
2017,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",26.56626
2018,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",26.55502
2019,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",28.6522
2020,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",28.27649
2021,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",20.25897
2022,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",18.06086
2023,TM_TAX_WMPS,231,AGG_TXT,PT,2025-03-26T00:00:00,A,0,2023,"Market Access Map data, International Trade Centre (ITC)",18.85792
