Year,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2014,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,22.05505
2015,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,25.21364
2016,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,24.82263
2017,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,39.81234
2018,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,39.50619
2019,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,38.45716
2020,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,39.63052
2021,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,38.96204
2022,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,44.57312
2023,EG_EGY_RNEW,231,None,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,43.08801
2000,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.29372
2001,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.28494
2002,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.2764
2003,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.26817
2004,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.26026
2005,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.25266
2006,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.24534
2007,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.23826
2008,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.23146
2009,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.22498
2010,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.21869
2011,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.21256
2012,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.20668
2013,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.72126
2014,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.70217
2015,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,1.14569
2016,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,1.35872
2017,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,1.8693
2018,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.57402
2019,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.50567
2020,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.43866
2021,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.74279
2022,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.67179
2023,EG_EGY_RNEW,231,TRT_BIOENERGY,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.40886
2000,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.10829
2001,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.10505
2002,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.1019
2003,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.09887
2004,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.09596
2005,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.09315
2006,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.09045
2007,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.08784
2008,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.08534
2009,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.08295
2010,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.08063
2011,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.07837
2012,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0762
2013,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.07416
2014,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.07219
2015,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.07028
2016,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0684
2017,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.06657
2018,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.06479
2019,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.06307
2020,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.06139
2021,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.05977
2022,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.05822
2023,EG_EGY_RNEW,231,TRT_GEOTHERMAL,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.05672
2000,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,5.61551
2001,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,6.48388
2002,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,6.28948
2003,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,6.56281
2004,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,9.12954
2005,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,8.86273
2006,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,8.6062
2007,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,8.35768
2008,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,8.11925
2009,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,16.07304
2010,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,20.70453
2011,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,21.16672
2012,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,20.58147
2013,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,20.0295
2014,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,19.49925
2015,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,20.78308
2016,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,20.22785
2017,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,34.80807
2018,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,33.88193
2019,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,32.98225
2020,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,34.23611
2021,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,33.33327
2022,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,38.45202
2023,EG_EGY_RNEW,231,TRT_HYDROPOWER,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,37.94013
2000,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2001,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2002,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2003,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2004,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2005,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2006,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2007,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2008,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
